equation_id,equation_name,equation_latex,variable_definitions,units_or_dimensional_status,source_file,source_function,source_anchor,branches_results_using_it,evidence_role,changes_density,changes_migration,conservatively_redistributes_pore_volume,implementation_note,source_line,code_excerpt
PL-04,Location densification eligibility,\eta_{\rm loc}={C_{GB}\sum_i\phi_i^{GB}(r_0/r_i)^{q_{GB}}+\eta_{TJ}C_{TJ}\sum_i\phi_i^{TJ}(r_0/r_i)^{q_{TJ}}\over\sum_i\phi_i^{tot}},location stores and removal exponents,dimensionless,pore_location_topology_model.py,instantaneous,eligibility=(gb_elig+tj_elig),pore-location topology,negative_control,False,False,False,paper-form equivalent of implemented code,142,"eligibility=(gb_elig+tj_elig)/max(float(np.sum(s.phi_total)),1e-300)"
PL-05,Location density rate,"\dot\rho=\min[(1-\rho)\epsilon_{\rm event}\eta_{\rm loc}/\tau_{\rm event},0.05]",tau_event serial event time,s^-1,pore_location_topology_model.py,instantaneous,rho_dot=min((1-s.rho),pore-location topology,negative_control,True,False,False,paper-form equivalent of implemented code,143,"rho_dot=min((1-s.rho)*p.base.event_strain*event_rate*eligibility,.05)"
PL-06,Class-A pore pinning,\Gamma_A=(1+R_{GB}+R_{TJ})^{-1},"R_GB,R_TJ nonnegative resistances",dimensionless,pore_location_topology_model.py,instantaneous,mobility=1/(1+Rgb+Rtj),pore-location topology,negative_control,False,True,False,paper-form equivalent of implemented code,150,"mobility=1/(1+Rgb+Rtj);free_G=top['f_clean_GB']*aggregate.arr(p.base.growth_prefactor_m2_s,p.base.Q_growth,T)/max(s.G,1e-30)"
AL-01,Nonnegative action propensity,"p_j=\max[w_jA_jg_j(T,a,\mathcal T)/R_j,0]","weight, availability, gate, resistance",relative score,pore_location_agentic_model.py,score_actions,scores={,local action allocation,negative_control,False,False,False,paper-form summary of explicit action score dictionary,69,scores={
AL-02,Normalized action allocation,\omega_j=p_j/\sum_kp_k,nonnegative action scores,dimensionless,pore_location_agentic_model.py,score_actions,a.propensity/total_score,local action allocation,negative_control,False,False,False,paper-form equivalent of implemented code,85,"total_score=max(sum(a.propensity for a in actions.values()),1e-300);diag={f'action_propensity_{n}':a.propensity for n,a in actions.items()};diag.update({f'action_weight_{n}':a.propensity/total_score for n,a in actions.items()})"
AL-03,Constrained pair allocation,"(\omega_a,\omega_b)=(p_a,p_b)/(p_a+p_b)",mutually competing actions,dimensionless,pore_location_agentic_model.py,allocated_fluxes,"return (x/z,y/z) if z>0",three action-pair groups,negative_control,False,False,False,paper-form equivalent of implemented code,93,"return (x/z,y/z) if z>0 else (0.,0.)"
TJ-01,Persistent-junction production,\dot X_J^{prod}=[c_DC_{TJ}\dot\rho+c_R(J_{cap}+J_{reloc})+c_S(\dot G/G)C_{TJ}f_{clean}](1-X_J/X_{cap}),production coefficients and bounded capacity,s^-1,agentic_mechanism_model.py,local_mechanism,production=(p.XJ_prod_TJ,persistent-junction Chen families,negative_control,False,True,False,paper-form equivalent of implemented code,71,production=(p.XJ_prod_TJ*top['C_TJ']*d['rho_dot']+p.XJ_prod_relocation*(capture+reloc)+p.XJ_prod_sweep*sweep)*(1-s.X_J/p.XJ_capacity) if persistent else 0.
TJ-02,Junction relaxation,"\tau_J=\tau_{J,ref}\exp[Q_JR^{-1}(T^{-1}-T_{ref}^{-1})],\quad\dot X_J=\dot X_J^{prod}-X_J/\tau_J",relaxation time and state,s; s^-1,agentic_mechanism_model.py,local_mechanism,tau=p.tau_J_ref_s,persistent-junction Chen families,negative_control,False,True,False,paper-form equivalent of implemented code,72,"tau=p.tau_J_ref_s*math.exp(float(np.clip(p.Q_relax_J_mol/R*(1/T-1/Tr),-50,50)))"
TJ-03,Persistent drag,R_J=A_JX_J(G_{ref}/G)^{q_J},A_J drag; q_J size exponent,dimensionless,agentic_mechanism_model.py,local_mechanism,Rpersistent=p.A_J,persistent-junction Chen families,negative_control,False,True,False,paper-form equivalent of implemented code,75,"Rpersistent=p.A_J*max(s.X_J,0)*size if persistent else 0."
TJ-04,Required TJ packet count,"K_{TJ}=K_0(G/G_{ref})^{q_{TJ}},\quad q_{TJ}\in\{0,1\}",K_0 count; q_TJ visible variant,event count,agentic_mechanism_model.py,local_mechanism,K=p.K_TJ0,q0/q1 multihit families,negative_control,False,True,False,paper-form equivalent of implemented code,77,"K=p.K_TJ0*(max(s.pore.G,1e-30)/p.packet_G_ref)**q"
TJ-05,Pore/structural constraint split,"C_{\rm constraint}=C_{\rm struct}+\max(1-\eta_{\rm relax}-\eta_{\rm pin},0)C_{\rm pore}","pore, structural, relaxed, pinned TJ fractions",dimensionless,agentic_mechanism_model.py,local_mechanism,C_constraint=C_structural+max,TJ constraint ablations,negative_control,False,True,False,"mixed-mode equivalent; code also implements all-TJ, relaxed, and pinned modes",84,"C_relaxed=p.eta_TJ_pore_relax*C_pore;C_pinned=min(p.eta_TJ_pore_pin,1-p.eta_TJ_pore_relax)*C_pore;C_constraint=C_structural+max(1-p.eta_TJ_pore_relax-p.eta_TJ_pore_pin,0)*C_pore"
TJ-06,Expected TJ events,"\Lambda_{TJ}=\lambda_{ref}(C_{\rm constraint}+0.05)\max(f_{clean},0.02)\theta_{TJ}(T)(G_{ref}/G)","availability, thermal and size factors",event count,agentic_mechanism_model.py,local_mechanism,Lambda=p.lambda_TJ_ref,TJ multihit families,negative_control,False,True,False,paper-form equivalent of implemented code,87,"Lambda=p.lambda_TJ_ref*available*thermal*(p.packet_G_ref/max(s.pore.G,1e-30))"
TJ-07,Poisson completion,"P_{\rm comp}=1-e^{-\Lambda}\sum_{n=0}^{\lceil K\rceil-1}\Lambda^n/n!,\quad N\sim Poisson(\Lambda)",Lambda expected; K required events,probability,agentic_mechanism_model.py,poisson_completion,"return float(np.clip(1-cdf,0,1))",TJ multihit families,negative_control,False,True,False,paper-form equivalent of implemented code,63,"return float(np.clip(1-cdf,0,1))"
TJ-08,Coupled TJ mobility,"\Gamma_{TJ}=P_{\rm comp}/(1+R_J+R_{TJ,pore})",completion and drag resistances,dimensionless,agentic_mechanism_model.py,local_mechanism,mobility_multiplier=gamma/(1+Rpersistent+R_pore),persistent+multihit families,negative_control,False,True,False,paper-form equivalent of implemented code,91,mobility_multiplier=gamma/(1+Rpersistent+R_pore);Gdot=oldG*mobility_multiplier
LR-01,Four-store density identity,"\rho_j=1-(\phi_j^{GB}+\phi_j^{TJ}+\phi_j^{iso}+\phi_j^{closed}),\quad\rho=1-\sum_jw_j\phi_j^{tot}",local stores and region weights,dimensionless,interacting_local_region_model.py,advance,s.rho = 1.0 - (s.phi_GBseg,decoder-corrected local-region; 693168,final_evidence,True,False,False,paper-form equivalent of implemented code,264,s.rho = 1.0 - (s.phi_GBseg + s.phi_TJ + s.phi_iso + s.phi_closed)
LR-02,Local activity proxy,"a_j=clip\{sigmoid[(T_C-1180)/70]\exp[-c_\sigma\sigma_j],0,1\}",sigma_j normalized residual stress,dimensionless,interacting_local_region_model.py,local_fluxes,base_activity = sigmoid,candidate 693168,implemented_proxy,False,False,False,"implemented proxy, distinct from the serial fast-firing law",127,base_activity = sigmoid((T_C - 1180.0) / 70.0)
LR-03,Open-pore shrinkage,"\dot\rho_{open,j}=k_{open}\theta_\rho(T)\phi_j^{GB}C_{rem,j}\eta_{dens,j}",connected/removable eligibility,s^-1,interacting_local_region_model.py,local_fluxes,open_flux = (,candidate 693168,final_evidence,True,False,False,paper-form equivalent of implemented code,130,open_flux = (
LR-04,Closed-radius proxy,"\xi_{r,j}=clip(\phi_j^{closed}/N_j^{closed},10^{-6},10^6),\quad f_{r,j}=\xi_{r,j}^{-q_r/3}",N_closed pore-number proxy,code-normalized,interacting_local_region_model.py,local_fluxes,radius_proxy = np.clip,candidate 693168,implemented_proxy,False,False,False,"implemented proxy, not a calibrated physical pore radius",135,radius_proxy = np.clip(
LR-05,Closed-pore shrinkage,"\dot\rho_{closed,j}=k_{closed}\theta_{closed}(T)\phi_j^{closed}A_j(1-r_g)_+f_{r,j}",A accommodation; r_g gas-ratio proxy,s^-1,interacting_local_region_model.py,local_fluxes,closed_flux = (,candidate 693168 high-density support,final_evidence,True,False,False,implemented finite-capacity proxy,139,closed_flux = (
LR-06,Local PR damage,"J_{PR,j}=k_{PR}\theta_{PR}(T)sigmoid[(a_m-a_j)/w_a]\phi_j^{GB}",local PR parameters,s^-1,interacting_local_region_model.py,local_fluxes,"pr = p[""k_PR""]",candidate 693168 preparation,final_evidence,False,False,True,paper-form equivalent of implemented code,147,"pr = p[""k_PR""] * _thermal(T_C, p[""Q_PR""]) * low_activity * s.phi_GBseg"
LR-07,Conservative PR store partition,"\phi^{GB}\xrightarrow{J_{PR}}(s_d+s_L)\phi^{GB}+s_{TJ}\phi^{TJ}+s_{iso}\phi^{iso}+s_c\phi^{closed},\quad\sum s=1",five decoded PR shares,pore-volume transfer,interacting_local_region_model.py,advance,"s.phi_GBseg += (p[""PR_damaged""]",candidate 693168 preparation,final_evidence,False,False,True,paper-form equivalent of implemented code,208,"s.phi_GBseg += (p[""PR_damaged""] + p[""PR_large""]) * pr + .70 * sweep"
LR-08,Conservative closed transition,J_{close}=k_{tr}\theta_{closed}(T)(\phi^{iso}+0.5\phi^{TJ})\rho^3,closed transition rate,s^-1,interacting_local_region_model.py,local_fluxes,"close_transition = p.get(""closed_transition""",candidate 693168 lower boundary,final_evidence,False,False,True,paper-form equivalent of implemented code,151,"close_transition = p.get(""closed_transition"", 0.0) * _thermal(T_C, p[""Q_closed""]) * close_source * np.clip(s.rho, 0, 1) ** 3"
LR-09,Local TJ completion proxy,P_{TJ}=sigmoid[(\Lambda_{eff}-K_{eff})/\sqrt{\Lambda_{eff}+K_{eff}+\epsilon}],local event-count proxies,dimensionless,interacting_local_region_model.py,local_fluxes,P_comp = sigmoid,candidate 693168 secondary migration,implemented_proxy,False,True,False,"implemented sigmoid proxy, not exact Poisson completion",158,P_comp = sigmoid((lambda_eff - K_eff) / np.sqrt(lambda_eff + K_eff + 1e-12))
LR-10,Local migration/growth,"\Gamma_j=clip[P_{TJ,j}/(1+D_j),0,1],\quad\dot G_j=k_g\theta_g(T)\Gamma_j/G_j",D attached/junction/stress drag,dimensionless; grain unit s^-1,interacting_local_region_model.py,local_fluxes,migration_factor = np.clip,candidate 693168 upper boundary,final_evidence,False,True,False,paper-form equivalent of implemented code,165,"migration_factor = np.clip(P_comp / (1.0 + np.maximum(drag, 0.0)), 0.0, 1.0)"
LR-11,Closed accommodation update,"A_j^{n+1}=clip\{A_j^n+[1-e^{-\Delta t/\tau_A}](A_{cap}-A_j^n)-\Delta\phi_{closed,loss}/\phi_{tot},0,A_{cap}\}",capacity and recovery time,dimensionless bounded state,interacting_local_region_model.py,advance,s.closed_accommodation += cap_relax,candidate 693168 lower boundary,final_evidence,True,False,False,implemented proxy; no closed-pore Poisson Lambda/K law,259,s.closed_accommodation += cap_relax * (cap - s.closed_accommodation)
LR-12,Inverse-size exact growth step,G^{n+1}=\sqrt{(G^n)^2+2G^n\dot G^n\Delta t},step-start growth rate,grain-size unit,interacting_local_region_model.py,advance,s.G = np.sqrt,candidate 693168 integration,final_evidence,False,True,False,paper-form equivalent of implemented code,263,"s.G = np.sqrt(np.maximum(s.G * s.G + 2.0 * s.G * f[""G_dot""] * dt, 1.0))"
MET-01,Matched-density interpolation,"G_r(\rho)=interp[G_r(t),\rho_r(t)],\quad G_c(\rho)=interp[G_c(t),\rho_c(t)]",jointly attained density grid only,grain-size unit,observable_trajectory_effect_audit.py,matched_curve,gr = np.interp(grid,fast and two-step trajectory audits,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,60,"gr = np.interp(grid, xr, yr); gc = np.interp(grid, xc, yc)"
MET-02,Fast-firing ratio and rule,R_{fast}=G_{ref}/G_{fast};\quad \max R_{fast}\ge1.5\ \land\ span_\rho(R_{fast}\ge1.5)\ge0.03,matched-density grain sizes and longest span,dimensionless,relative_material_property_window_search.py,fast_metric,ratio.max()>=FAST_RATIO and span>=FAST_SPAN,1000 exact fast promotions,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,189,"return dict(attained=True,max_ratio=float(ratio.max()),median_ratio=float(np.median(ratio)),span=span,passed=bool(ratio.max()>=FAST_RATIO and span>=FAST_SPAN),numerical_censored=False)"
MET-03,Second-step growth fraction,g_2=(G_2-G_1)/G_1,switch and final grain size,dimensionless,audit_candidate_693168_closed_accommodation.py,classify,growth = float(frame.G_mean_nm.iloc[-1]),candidate 693168 Chen map,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,272,"growth = float(frame.G_mean_nm.iloc[-1]) / max(G1, 1e-30) - 1.0"
MET-04,Chen point classification,C=\{SUCCESS:D\land B;\ GROWTH:D\land\neg B;\ EXHAUSTION:\neg D\land B;\ MIXED:\neg D\land\neg B\},D density attained; B growth bounded,categorical,audit_candidate_693168_closed_accommodation.py,classify,if attained and growth <= GROWTH_TOLERANCE,candidate 693168 Chen map,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,273,if attained and growth <= GROWTH_TOLERANCE:
MET-05,Complete Chen window,"W=T_{last\ success}-T_{first\ success}\ge25^\circ C,\quad B_{lower}\land B_{upper},\quad T_2<T_1",lower exhaustion and upper growth brackets,degC,adaptive_T2_boundary_search.py,status,else:label='COMPLETE_WINDOW',dynamic/production Chen windows,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,52,else:label='COMPLETE_WINDOW'
MET-06,Two-step matched-density reduction,R_{TS}(\rho)=1-G_{two}(\rho)/G_{highT}(\rho),two-step and high-T grain size,dimensionless,audit_candidate_693168_closed_accommodation.py,score_histories,median_reduction,candidate 693168 trajectory,final_evidence_metric,False,False,False,paper-form equivalent of stored reduction columns,384,"**boundary, median_reduction=score[""median_reduction""],"
PROP-01,Activation-energy perturbation,Q_x'=Q_x+10^3\Delta Q_x,Delta Q in kJ mol^-1,J mol^-1,relative_material_property_window_search.py,apply_fast,Q_disconnection_nucleation=material,relative-property exact promotion,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,169,"kw.update(Q_disconnection_nucleation=material[""Q_disconnection_nucleation""]+row[""Q_nuc_delta_kJ""]*1000,"
PROP-02,Prefactor perturbation,"k_x'=f_xk_x,\quad f_x\in\{0.03,0.1,0.3,1,3,10,30\}",registered kinetic prefactors,dimensionless factor,relative_material_property_window_search.py,design,FACTORS=np.array,relative-property exact promotion,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,34,"FACTORS=np.array((.03,.1,.3,1.,3.,10.,30.))"
PROP-03,Latin-hypercube design,"u_{ij}=[\pi_j(i)+U(0,1)]/N,\quad x_{ij}=x_j^{min}+u_{ij}(x_j^{max}-x_j^{min})",permuted stratified coordinates,dimensionless,relative_material_property_window_search.py,design,"u[:,j]=(rng.permutation(n)+rng.random(n))/n",50000-row screen,screening_only,False,False,False,paper-form equivalent of implemented code,101,"for j in range(d):u[:,j]=(rng.permutation(n)+rng.random(n))/n"
PROP-04,Nucleation dominance,\Theta_{nuc}=\tau_{nuc}/(\tau_{ex}+\tau_{tr}),serial times,dimensionless,mechanism_dimensionless_groups.py,fast_groups,theta=tau_nuc/np.maximum,screen and exact-success summary,diagnostic_only,False,False,False,paper-form equivalent of implemented code,30,"theta=tau_nuc/np.maximum(tau_exchange+tau_transport,1e-300)"
PROP-05,Closed/growth selectivity,S_{closed/growth}=k_{closed}\theta_{closed}(T_2)/[k_g\theta_g(T_2)],effective rates,dimensionless,mechanism_dimensionless_groups.py,two_step_groups,selectivity=kc/np.maximum(kg,screen and exact-success summary,diagnostic_only,False,False,False,paper-form equivalent of implemented code,67,"selectivity=kc/np.maximum(kg,1e-300)"
PROP-06,Surrogate fast score,"\widehat R_{fast}=clip[1+0.796162\Delta I_g^{0.65}\Theta_{rel}^{0.12},0.5,10]",normalized exposure and nucleation ratio,surrogate,relative_material_property_window_search.py,screen,Rfast=np.clip(1+.796162,50655-row screen,screening_only,False,False,False,screening surrogate; never final evidence,131,"Rfast=np.clip(1+.796162*delta**.65*theta_rel**.12,.5,10)"
PROP-07,Surrogate two-step score,\widehat R_{TS}=sigmoid[logit(0.881277)+0.8\ln S_{rel}+0.15\ln\Pi_{PR}],selectivity and preparation proxies,surrogate,relative_material_property_window_search.py,screen,logit=math.log(.881277,50655-row screen,screening_only,False,False,False,screening surrogate; never final evidence,143,"logit=math.log(.881277/(1-.881277))+0.8*np.log(np.maximum(tg[""selectivity_relative""],1e-30))+0.15*np.log(np.maximum(tg[""PR_preparation_relative""],1e-30))"
PROP-08,Exact joint classification,C_{exact}=\{both:F\land T;\ fast:F\land\neg T;\ two:\neg F\land T;\ neither:\neg F\land\neg T\},"F,T exact pass flags",categorical,relative_material_property_window_search.py,main,"promotions[""classification_exact""]",1903 unique exact-promoted rows,final_evidence_metric,False,False,False,paper-form equivalent of implemented code,338,"promotions[""classification_exact""]=np.select([fp&tp,fp,tp],"
